"L'EXPOSITION","Restaurant","51 Boulevard Lefebvre, Paris","51 Bd Lefebvre, 75015 Paris, France","Site web non disponible","01 48 28 59 04","['Monday: 7:00\\u202fAM\\u2009–\\u200911:30\\u202fPM', 'Tuesday: 7:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Wednesday: 7:00\\u202fAM\\u2009–\\u200911:30\\u202fPM', 'Thursday: 7:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Friday: 7:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Saturday: 7:00\\u202fAM\\u2009–\\u200911:30\\u202fPM', 'Sunday: 7:00\\u202fAM\\u2009–\\u200911:30\\u202fPM']","I got a ribeye steak. The peppercorn sauce is the best I've had, and the fries were amazing too.; Excellent service and delicious good. Very welcoming and friendly staff. Impossible to reconcile our experience  with the single negative review I read, seems completely unfair to this business. Will definitely return when in Paris; Amazing food and very friendly customer service nice traditional style; I wouldn’t feed this food to my dog. Absolutely disgusting. Fatty, overcooked, no flavour. Rude staff. Avoid at all costs.; Booked a table through TheFork, arrived at the restaurant, got told it was completely full and then got completely ignored by the staff.","75015","L'EX_75015_53","Re-75015","kfgo6075","kfgo6075_54"
"La Fontaine Cuvier Restaurant","Restaurant","20 Rue Cuvier, Paris","20 Rue Cuvier, 75005 Paris, France","https://www.facebook.com/lafontainecuvier","01 55 43 83 22","['Monday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Tuesday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Wednesday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Thursday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Friday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Saturday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM', 'Sunday: 6:30\\u202fAM\\u2009–\\u200910:00\\u202fPM']","Everyone knows French food is delicious but I wasn't expecting to get fantastic burgers in Paris! Stopped in randomly for dinner and this burger and fries was perfection. There's a whisper of garlic on the fries that's soooo good and the caramelized onions in the burger were delicious. Definitely recommend.; I have eaten here twice in the last two nights and found the staff to be very friendly and the food was delicious . I had salmon in a crispy pastry with beautifully cooked vegetables in a sumptuous sauce and a medium rare beef dish with excellent fries and salad. The white wine and rose were wonderful too. Great atmosphere and music. I will be back :-); Great resto just next to the Jardin des plantes. Our 2nd time here and food was good and service right on.; We had amaizing evenings in this restaurant with real parisian view and vibe.\
We had french fries and mousse au chocolat which was delicious but contained a little bit of lumps.\
But we would definetely come back.; Delicious burgers. Close to the Jardin de Plants. The restaurant is on the corner of a street and easy to miss if you're coming from the north side. But if you do spot it, you'll will find a small restaurant that cooks your meal where you can see it from the outside terrace. The burgers are to die for, great taste. The lady serving us was very eager to help and explained everything to us in English. The restaurant is on a corner of a busy street though, which is not ideal, but probably worth it.","75005","LaF_75005_6","Re-75005","kfgo6075","kfgo6075_7"
"La Felicita","Food Market","5 Parvis Alan Turing","5 Parvis Alan Turing","Site web non disponible","Numéro non disponible","Horaires non disponibles","The advantage here is the space: in fact, it's the largest restaurant in Europe! You can let the little ones play in this enormous space while enjoying a delicious pizza and sipping a Spritz. And on Sundays, the place even offers a daycare service and workshops for children, much to the delight of both kids and their parents.","75013","LaF_75013_62","Fo-75013","kfgo6075","kfgo6075_63"
"La famille & cie","Restaurant","6 Rue Fourcade, Paris","6 Rue Fourcade, 75015 Paris, France","https://lafamilleetcie.fr/fr","01 43 48 93 11","['Monday: 6:00\\u2009–\\u200911:00\\u202fPM', 'Tuesday: 11:00\\u202fAM\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200911:00\\u202fPM', 'Wednesday: 11:00\\u202fAM\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200911:00\\u202fPM', 'Thursday: 11:00\\u202fAM\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200911:00\\u202fPM', 'Friday: 11:00\\u202fAM\\u2009–\\u20093:00\\u202fPM, 6:00\\u2009–\\u200911:00\\u202fPM', 'Saturday: 11:00\\u202fAM\\u2009–\\u20093:00\\u202fPM, 6:00\\u2009–\\u200911:00\\u202fPM', 'Sunday: Closed']","The food was perfect. We ordered duck, chicken, and beef and it was so delicious, and good pairing with the recommended wine. The chef is a very kind person and he kept caring our table. Recommended for everyone in Paris! It's a good restaurant I want to visit again :); Wonderful experience in a local bistro. From the welcome to the food we could not have had such an amazing experience. Charlie runs front of house and the drinks, and only two chefs out the back.\
\
Food service is perfectly paced and allows you to enjoy the food and the company.\
\
We loved it so much we went twice in five days. Merci Charlie!; The food was incredible, really good quality ingredients cooked to perfection. The portions are really generous and the service could not be better. A really pleasant surprise,  excellent attention to details and friendly atmosphere. Also very reasonable price, will definitely come back in future visits to Paris, without a doubt; Outstanding small place in the 15th Arr. We had great food starting with roast St Marcelin cheese. Mains were roast Angus beef, crusted chicken and the “family” burger. Each had an outstanding sauce to enhance the flavor. The beef was tender, the chicken moist and the burger was tall and tasty on a brioche. The desserts were a tiramisu of whipped cream, Oreos and raspberries; chocolate lava cake, and sautéed plums. The whipped cream was delicious but the plums were the stand out of the evening, drenched in warm sugar caramel sauce. Great service despite one man handling all duties. Search this place out!!; We stumbled upon this French restaurant by chance, and what a delightful surprise it was! From the moment we walked in, we were warmly welcomed by the lone waiter, who, despite managing all the tables on his own, was incredibly professional and friendly. His attention to detail and kindness really added to our experience\
\
The meal was simply amazing. We started with two appetizers: rillettes and terrine. We loved the option to share these dishes as a family, which made the experience even more enjoyable. Even though we're Irish, we absolutely fell in love with these authentic French flavors\
\
As for the main courses, both the parents and the young adults were equally impressed. The tagine was beautifully aromatic, with perfectly balanced flavors and excellent cooking. The ribs were unbelievably tender, falling off the bone effortlessly, and with an excellent sauce. Every dish we tried was outstanding, prepared with great care and passion i think !!\
\
Whether you're with friends or family, this is the perfect spot to enjoy authentic cuisine, all complemented by impeccable service, even when the waiter is handling the whole room on his own. Hats off to them, and thank you for an unforgettable evening !!!","75015","Laf_75015_12","Re-75015","kfgo6075","kfgo6075_13"
"La Poulette de Grain","Restaurant","261 Rue du Faubourg Saint-Antoine, Paris","261 Rue du Faubourg Saint-Antoine, 75011 Paris, France","https://lapoulettedegrain.fr/fr","09 74 64 04 05","['Monday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Tuesday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Sunday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM']","Top Service and good food in this exquisite Parisienne Bistro.\
\
The waiter was very acommodating, extraordinarily friendly and helpful with our requests and explained the menu nicely.\
\
The onion soup was very good.\
The steak was okay, but they have nice fries & sauces. The creme brulée was delicious!\
\
Can recommend!; As a New Yorker coming to Paris coming to this restaurant was simply fantastic. It was great fast service and the waiters were kind funny and gracious. I will definitely come back here again and they say open after midnight, which is fantastic.; The most delicious onion soup I've tried! Must have to order!\
The rest of the food was tasty as well.\
Prices are also very good.\
I will definitely come back.; Very cozy atmosphere, friendly and passionate staff. Food quality is all we could ever ask for. Roast chicken is extremely tender and juicy, paired with flavorful sauce. We also have the duck parmentier, ribs and sea bass, all of them are delicious! We were served with an aromatic mint tea afterwards, which soothed our full bellies.\
Overall, very good experience, 200% will come again when we travel to Paris!; Highly recommend. Delicious food, excellent service and great prices. Merci!","75011","LaP_75011_24","Re-75011","kfgo6075","kfgo6075_25"
"La Petite Halle","Restaurant","Attenant à la Grande Halle de la Villette, 211 Avenue Jean Jaurès, Paris","Attenant à la Grande Halle de la Villette, 211 Av. Jean Jaurès, 75019 Paris, France","http://www.lapetitehalle.com/","09 82 25 91 81","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 10:00\\u202fAM\\u2009–\\u20096:00\\u202fPM']","We came on a calm weekend (school holidays), for a quick dinner, and left during a concert that had started in the meantime. The place is great (high ceilings, cozy decor and outside space), as are the pizzas  and the staff. More the half the tables were removed at 21:15 to give space to the concert, which was clearly indicated from the start. Can add some stress if you are still eating (we had to be on the lookout for tables that wouldn’t be removed for the concert in order to get one and finish our dinner), but it is what it is. Same for the noise. Overall, good experience.; This place had a really cool vibe and the food was good but the birds were hounding us our entire meal (although they were pretty cute).\
\
The wood fired margherita pizza was great as were the fish and chips.; Are you hanging around with friends in a ️ day in spring  Paris and you need a not so quick stop to recover forces, aka, take a beer and a , with some fries  perhaps? Well you're in the right place, choose your sit  under a  and enjoy a moment in this beautiful place. Price/quality is alright.; Somehow landed here on a Sunday evening & there was live music with an amazing vibe.\
Lots of cool people. A bunch of kids too.\
Very happy we decided to stay\
I also must add that the pizza was great too ! We devoured it.\
No service thou. You have to make a queue & order & then pick it up. But worth it; We chose this restaurant for its convenience, as options were limited near the Zenith before a show.\
\
The space boasts a spacious, cozy setting with an industrial vibe. However, the service was notably lacking, possibly due to being understaffed on a busy Saturday evening. Our ability to order food was restricted until 7 PM, although our server accommodated us at 6:50 PM. Despite this, our pizza order, even after several reminders, took over 40 minutes, leading us to cancel it. Both the sweet potato and bruschetta entrées were disappointing.\
\
While the ambiance is inviting for drinks, the dining experience was underwhelming. Additionally, seating near the entrance can be uncomfortable in winter, as the cold wind sweeps in each time the door opens.","75019","LaP_75019_19","Re-75019","kfgo6075","kfgo6075_20"
"La REcyclerie","Restaurant","83 Boulevard Ornano, Paris","83 Bd Ornano, 75018 Paris, France","http://www.larecyclerie.com/","01 42 57 58 49","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 8:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 11:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 11:00\\u202fAM\\u2009–\\u200910:00\\u202fPM']","What a beautiful space that’s many things from cafe to restaurant to work space to pop up space. Decorated with recycled goods and plants, there’s plenty of places to sit indoor and out. Their chocolate croissants were excellent and staff friendly.; Yesterday morning, I left the house wanting to charge my camera, buy a shirt and listen to Prince and i was able to find it all La REcyclerie. The place was different and interesting,the staff were so nice, my croissant was meh and my pain au chocolate was also meh; I visited during the weekend, and they provided a weekend brunch special which comes with unlimited tea/coffee/hot chocolate and bread.\
The view and vibe was amazing.\
Food was delicious.\
Staff spoke excellent English too, and explained the concept of the weekend deal kindly to me.\
I LOVED this cafe.; This gem of a place goes beyond just good coffee—it's a sustainability haven. With a plethora of engaging activities from workshops to conversations, it fosters a strong sense of community. The staff is exceptional, and the atmosphere is unparalleled. Plus, their commitment to using organic, locally sourced ingredients for their delicious food adds another layer of charm. It's a must-visit for anyone seeking meaningful experiences and eco-conscious living.; A large and welcoming cafe with a heavy tilt toward sustainable choices. I had lunch here alongside businesspeople, families, and young creative types working on laptops. They had several vegetarian options, and a full coffee and alcohol bar. Prices were reasonable, I paid about 15 euro for a hearty soup with a poached and fried egg, a coffee, and a cookie.","75018","LaR_75018_25","Re-75018","kfgo6075","kfgo6075_26"
"Le bon moment café","Coffee shop","24 Rue des Bernardins, Paris","24 Rue des Bernardins, 75005 Paris, France","https://lebonmomentparis.eatbu.com/","09 83 09 51 53","['Monday: 9:30\\u202fAM\\u2009–\\u20096:30\\u202fPM', 'Tuesday: 9:30\\u202fAM\\u2009–\\u20096:30\\u202fPM', 'Wednesday: 9:30\\u202fAM\\u2009–\\u20096:00\\u202fPM', 'Thursday: 9:30\\u202fAM\\u2009–\\u20096:30\\u202fPM', 'Friday: 9:30\\u202fAM\\u2009–\\u20096:30\\u202fPM', 'Saturday: 10:00\\u202fAM\\u2009–\\u20097:00\\u202fPM', 'Sunday: 10:00\\u202fAM\\u2009–\\u20097:00\\u202fPM']","What a beautiful cafe! The staff is super friendly and kind. The latte was delicious, and so were my pancakes! They reminded me of American pancakes, which are not easy to find in Paris. I definitely recommend. I can’t wait to go back and try more things on the menu!; We ate here recently for breakfast. It's a really cute café in a very quiet street. My friend and I ordered pancakes, I ordered also the açai bowl. The food was absolutely delicious, and the only fault I had was that the pancakes are so small and unfortunately not filling at all. They were great though but definitely need at least 50% more. The staff are very nice and attentive. The plates were beautifully presented. The coffee is exceptional here, my new favourite café for coffee. Highly recommend this place.; I recently tried the passion fruit iced tea at this café, and it was fantastic. Refreshing and full of flavor, it was the perfect drink for a warm day. The café's setting by the Seine and next to Notre-Dame makes it even more enjoyable. The beautiful surroundings add to the relaxing atmosphere. Highly recommend giving it a try!; One of the first places I visit when I arrive to my first visit to Paris. I needed to work something in my computer and it was great the atmosphere, very wholesome. It has an area for kids to read. The owners were so nice and welcoming. The coffee and the chocolate chip cookies were great (I am a fan of ). If I ever go back I will like to visit once again. I wish the best to this café.; Really cute & lovely coffee shop! Loved the staff there, really nice! In terms of food, we took a carrot cake, a black sesame latte & mango&pineapple smoothie. Everything was really good! I would love to come back and try the other things there. In terms of space, there are not a lot of tables so it can be easily packed, not suitable for big groups. I would recommend coming there! ++ for the lovely menu which was probably handmade and then printed.","75005","Leb_75005_57","Co-75005","kfgo6075","kfgo6075_58"
"Le Corner","Restaurant","68 Avenue Kléber, Paris","68 Av. Kléber, 75016 Paris, France","https://lecornerkleber.eatbu.com/","01 47 27 72 64","['Monday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Tuesday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Sunday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM']","this place was absolutely amazing. i found it online and decided to give it a go. the food was flavorful and hearty, i had the duck breast which was cooked to a perfect medium and paired very well with the soft baguette. the real star of the show was our waiter. when we first came in he greeted us, he sang songs, and was overall super energetic and kind. after finishing our meal me and my mom left early to go and catch the eiffel tower sparkling, leaving my father to pay at the restaurant. our waiter was so concerned that we had a fight and dramatically left that he gave my dad chocolates (pictured in the photos below) and offered him a amaretto. quality service really goes a long way and le corner fully delivered. go here!!; Filet de rumps track was EXTREMELY GOOD. The waiter was so nice, we came after 10pm, the kitchen was still open and he was very friendly during our whole time here. The table next to us ordered the burgers and they also looked very good.; This restaurant has a lovely atmosphere. The food was impeccable. We were two people and shared an entrée, had mains, finished with a dessert and had a bottle of wine. The whole meal was under 85€ which is fantastic. All waiters, especially Amir, were great. Smiling and making us feel at home.  We finished our Paris trip here and it was a great way to wrap up our visit to this beautiful city.; Went here for dinner.\
Ordered the escargot which was amazing.\
The waiter recommended the entrecote de boeuf which was lovely.\
The waiter also suggested some nice red wine which went very well.\
The service was excellent, despite my terrible french, the waiter helped me as lot.\
Overall, great experience, amazing food, wine and service.\
Merci.; Staff were lovely, attentive, informative and friendly, the food was all excellent and we couldn’t fault it. Starter, main and dessert were all delicious!\
We even had three desserts because we couldn’t decide and all three were delicious! We spent under €100 and that got us both two glasses of wine, a bottle of still water, a starter, main and dessert each, plus another dessert as mentioned!\
Simply incredible.\
Also upon ordering wine I’m not expert and the waiter helped me decide. He suggested a red and it was absolutely delicious! They then also wrote it down so I could buy it when I get home.\
We would highly recommend it and we would happily return over and over again. We will be suggesting to our friends who visit Paris.\
Faultless.","75016","LeC_75016_46","Re-75016","kfgo6075","kfgo6075_47"
"LE CHIEN DE LA LUNE","Restaurant","22 Rue de Jessaint, Paris","22 Rue de Jessaint, 75018 Paris, France","http://www.restaurantlechiendelalune.fr/","09 78 80 25 65","['Monday: Closed', 'Tuesday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Wednesday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Thursday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Friday: 10:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 11:30\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: Closed']","I had made a reservation for a group of 28 people, mostly US students. We had hummus, couscous or chakchuka--an excellent vegetarian option, with merguez (spicy sausages) added on request--, panna cotta infused with fennel (a superb dessert) and chocolate mousse. Service was fast although the place was busy on a Friday evening, with a young waitress who speaks excellent English. Prices were inexpensive for a Parisian restaurant and the chef, Christian, is very friendly. I will certainly return with friends anytime.; The concept is nice, but you notice the place is new and just starting. The wine was to expensive for the qualtiy in my experience.\
In the weekend you can't take the menu option, this is only durning the week. Unfortantly it isn't obviouse. They aren't many other things to chose from. We could chose from the burger or a vegertarian dishe. Both were ok, but not what we where hoping for.\
You can sit outside but the neighborhood isn't cosy.; Cute place, had a nice lunch here. A little bit outside from the central but I prefer because it’s nicer and quiet.; Google really worries me, I stopped for lunch and here is big brother watching over my shoulder! Now the restaurant was very good, both in taste and value not to mention a friendly staff. I'll stop over again anytime.; Great ! A good place to have a drink by nibbling something. I recommand.","75018","LEC_75018_13","Re-75018","kfgo6075","kfgo6075_14"
"Le Gourbi Palace","Restaurant","48 Rue Albert Thomas, Paris","48 Rue Albert Thomas, 75010 Paris, France","http://www.legourbipalace.fr/","01 42 08 45 20","['Monday: Closed', 'Tuesday: 4:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Wednesday: 4:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Thursday: 4:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Friday: 4:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 4:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Sunday: Closed']","Amazing charm local little spot to have a enjoy a beer listening to live music. A gem ! Family and kids friendly!; Stellar little spot full of charm and good times. Relaxed atmosphere and interesting space. Good selection and decent prices!; Eat and drink with the locals. Very friendly staff, small but interesting menu and great food.; Pleasant honest and friendly. Best Mojito in Paris ? ; Top","75010","LeG_75010_33","Re-75010","kfgo6075","kfgo6075_34"
"Le Hang'art","Restaurant","61-63 Quai de la Seine, Paris","61-63 Quai de la Seine, 75019 Paris, France","https://le-hangart-restaurant-paris.eatbu.com/","01 40 03 88 18","['Monday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Tuesday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 8:30\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 8:30\\u202fAM\\u2009–\\u200912:00\\u202fAM']","Love this place, laid back and very friendly. Huge portions with swift service. Probably our best experiance so far eating out in Paris.\
\
Would 100% recommend. 4.8/5; Spacious repurposed building where the furniture is school desks. Good food and service. I thought the king prawns on my tagliatelle were a bit mushy but otherwise liked it all. Reasonable prices. Loved the banoffee; Well located by the canal, this restaurant is very baby/kid friendly!  They have high chairs, toys, books and a dedicated area for kids! However you need to pay 8€ to access this area.. The food in general is simple and good, nothing extraordinary but for a high volume restaurant it's fine!; Fun and hip little place, very atmospheric, welcoming staff, food was yummy, overall really great experience!; I came to Paris to eat but with the rain and some fatigue I tried staying closer to my hotel. This was down the street and it’s had a few things going for it: an menu that had a few intriguing dishes, a hip looking crowd, and the guy that met me at the door was pretty inviting.\
\
I ended getting a cuttlefish and potato salad with an onion dressing and a vegetarian lasagne. Both dishes really hit it out of the park for me. I’m normally leaning carnivore, but had been overdoing it on the trip so far, and so I was happily surprised that the veg lasagne was possible the best veg one I’ve ever had.\
\
I was also peaking at the tables by me and the burrata avocado tomato salad also looked great, and the frites looked home made and home style with skins and plenty of dark bits on the edges.","75019","LeH_75019_23","Re-75019","kfgo6075","kfgo6075_24"
"Le Jardin 21","Restaurant","12A rue Ella Fitzgerald","12A rue Ella Fitzgerald","Site web non disponible","Numéro non disponible","Horaires non disponibles","is a cultural and green space with 1,850 m² of garden and vegetable plots! All summer long, many activities are offered for young and old, such as parent-child yoga every Wednesday from 4:00 pm to 4:45 pm. You can also take part in gardening, drawing, and plant-harvesting workshops, allowing everyone to get their hands in the soil together. All this, alongside street food to enjoy with your fingers!","75019","LeJ_75019_63","Re-75019","kfgo6075","kfgo6075_64"
"Le kiosque \"Ménagerie\" jardin des plantes","Coffee shop","Paris","75005 Paris, France","Site web non disponible","Numéro non disponible","Horaires non disponibles","During my visit to the food kiosk, I was pleasantly surprised by some aspects that I think are worth highlighting despite the negative reviews I had read before.\
\
First of all, the variety of the menu is impressive. There is a wide choice of dishes, which allows you to satisfy different desires and tastes. I particularly enjoyed the toasted chicken sandwich, which was well seasoned and cooked to perfection. The freshness of the ingredients was also notable.\
\
The service was friendly and welcoming. Although the booth was quite busy, the staff was professional and courteous. My meal was served in a timely manner, and I appreciated the team's efforts to ensure customers were satisfied.; Very pleasant setting. The kiosk is well placed, and I ate very well. Contrary to what I read in the comments, for my part everything went very well. The waiter who took my order was kind and smiling throughout our exchange. I was served quickly and in a polite manner. I recommend this kiosk.; Very very slow because it is disorganized, the service is shared between the menagerie and the rest of the park. the “fresh daily” bagel bore the date of the day before and was dry and very lightly filled. In short, don't waste your time, go get a salad at the nearby supermarket, it will be better and cheaper.; Opinions are not taken into account but, it is not clean, very long and the only waiter works without health protection...And as a bonus, at 12:45 p.m. there are no more sandwiches...0; To flee. Waffles not made at home, very very expensive, that's why the terrace is empty, the sun is beating down but the young lady closes the parasols under the authority of her manager.\
Going to a nearby Monoprix is ​​better.","75005","Lek_75005_35","Co-75005","kfgo6075","kfgo6075_36"
"Le Nid – Cocon Ludique","Coffee shop","227 rue Saint Martin","227 rue Saint Martin","Site web non disponible","Numéro non disponible","Horaires non disponibles","If your children love board games, this mega game library will be a dream come true for them! Le Nid offers over 100 m² filled with games, accessible without limits for €4 every 2 hours. You need to purchase a drink upon arrival, and then each additional drink gives you access to the next 2 hours! If you fall in love with a game, you can take it home with you, thanks to the shop corner.","75003","LeN_75003_60","Co-75003","kfgo6075","kfgo6075_61"
"Le Petit Café","Restaurant","6 Rue Descartes, Paris","6 Rue Descartes, 75005 Paris, France","https://le-petit-cafe.fr/fr","01 44 07 35 69","['Monday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Tuesday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Wednesday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Thursday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Friday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM']","You know that reputation the Parisians earned among Americans in the 1960's as being rude and having bad service? NOT TRUE ANYMORE, but if you feel like you missed out on your opportunity to experience the rudeness, come to Le Petit Café (perhaps better named Le Petit Service) to get ignored! Otherwise, the food's great, if it ever arrives! ...and it's just steps from the Pantheon. Don't go there hungry!; Great staff here in this lovely surprise restaurant. We had the onion soup, and fish and chips. Both were spot on - the soup was loaded with cheese, steamy hot but not scalding. The fish were nicely battered and cooked properly so not greasy or oily. For once here in Paris, the chips (fries) were still hot. The staff seem run off their feet with the college crowd but they remained friendly and attentive. Overall, this was a nice dinning experience. The younger crowd can get loud and exuberant, so if you want a quiet dinner out, this might not be for you. For us, the staff and the food made up for any noise factor concerns.; Good food, the fries were especially good, fast service and the staff is accommodating to English speakers; My favorite place for a coffee in Paris! I visited a few times during my trip. Their coffee was very good. I tried their cafe frappe and it was great on a hot day. The hot latte was also great. Their mojitos are also nice, they have a happy hour! I also tried their burger, it was very good and a big portion. The atmosphere is amazing, the outside seating area is lovely, very quiet, no noise from the street. The staff was nice and friendly.; The food was extremely delicious. We had the best onion soup we have ever had, also the steak was super tasty. The waiters were nice and they spoke English. The prices were fine. Overall i highly recommend the it if you are visiting Paris at anytime.","75005","LeP_75005_28","Re-75005","kfgo6075","kfgo6075_29"
"Le P'tit Piano","Restaurant","26 Rue Cadet, Paris","26 Rue Cadet, 75009 Paris, France","https://leptitpianobar.fr/","06 52 22 44 64","['Monday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Tuesday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 7:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Sunday: 10:00\\u202fAM\\u2009–\\u200912:00\\u202fAM']","Great food and service! The staff were nice and friendly. We got their sirloin steak with shallot cream and one with morel (mushroom) sauce, and duck breast. We also got the creme brulee, lemon tart and chocolate fondant with ice cream for dessert.; We loved everything here!\
The service was great and we were greeted by a smile as soon as we arrived.\
\
Food came out super quickly and was delicious. Great portion as well, so great value for money. Cocktails were tasty and refreshing for these hot summer afternoons.\
\
Ambience was one of the things I liked the most. Soothing and relaxing, allowing for you to properly enjoy your food and take a breath, despite being located in a busy street.\
\
100% recommend.; Alfredo is great! The dishes he recommended were surprisingly good. We ordered the lamb, goat cheese salad, charcuterie board, and French onion soup. To top off a great dinner he treated us to mint shots that we loved. Give this place a try!; We decided to try this place out after seeing all the fantastic reviews, but upon arrival, we almost thought we were at the wrong place—it looked almost like a PMU from the outside! However, stepping inside changed our minds instantly. The interior is surprisingly cute, and it was bustling with energy during our Saturday brunch visit.\
\
There's even a piano set up for their piano nights, adding a charming touch. The staff was incredibly friendly, which made our experience even better.\
The food? Absolutely delightful. I had the foie gras and salade périgourdine as starters, which were hearty enough to be mains, followed by the succulent souris d’agneau. The portions were generous across the board, definitely making it worth the money.\
\
I would heartily recommend this spot and affirm that it truly deserves its high ratings, especially for the quality of the cuisine.; Amazing little gem. Very good food. Very nice staff and they helped me with my gastric bypass needs. Food was delicious steak was a little undercooked because I asked for medium rare but I got rare. No big problem was tasty nonetheless!","75009","LeP_75009_48","Re-75009","kfgo6075","kfgo6075_49"
