name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,arrondissement
Cafe Louise,4.2,"155 Boulevard Saint-Germain, Paris",1334,"155 Bd Saint-Germain, 75006 Paris, France",https://www.cafe-louise.fr/,01 42 22 88 98,"['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fAM']","We came here for brunch on a Sunday. It’s €38 per person, including a juice (freshly squeezed or detox juice), a coffee, a choice of either waffle or savory tart, and bottomless fruits and desserts from the buffet table. The warm and friendly staff made the already fantastic meal even better. Highly recommended.; Great place for Sunday brunch, had a good Parisian breakfast. Fresh juice, coffee as well.
Dessert was divine, came here with family. The service is slow but quite enjoyable.; We loved Louise! Such Parisian atmosphere and interior. Excellent service and amazing food. Right on the middle of the famous Boulevard Saint-Germain across the street from famous cafes. So lucky we found it!; Visited Café Louise twice last weekend and we were very delighted.
The staff was super nice, professional and funny and the food was delicious. Highly recommended!!; Had a uniquely French lunch - ""grilled cheese"" and champagne, sitting outside, taking in the atmosphere, and watching the crowd walk (fast) by.",48.8538173,2.3321329,7e
Terry's Café,4.1,"60 Boulevard du Montparnasse, Paris",842,"60 Bd du Montparnasse, 75006 Paris, France",Site web non disponible,01 45 49 15 02,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20091:00\u202fAM']","I found this adorable cafe in my neighborhood when I visited Paris. The dishes are fresh and tasty. The steak was especially good. The staff were courteous with great service. Highly recommended!; It’s the kind of restaurants that offer 10 pages menu with many different types of cuisine, so, many of the food is frozen food and not homemade.
The snails are almost tasteless, no butter neither sauce.
The hamburger XXL was okay, but not worth the 28€! The crème brûlée was not brûlée and soggy. The tiramisu is good tho.
The service is very good, and the staff so nice.
However it is very pricey for the quality of the food!; This is a cosy place with a good selection of food. The cocktails are average. Do give it a try if you're in that area. Their menu option is the best.; Quieter local restaurant - food is fine and reliable. Ate here times in the past 4 months (May-September). French onion soup better than most on Montparnasse and staff work well as a team.
The BEST lemon cheesecake of my life, but it’s not always available.
It would be nicer if they would do something about the fact that the whole restaurant smells of cigarettes, given that the smoking veranda pulls all the smoke into the space.
Some days I didn’t come because I knew I wouldn’t be able to deal with the smoke that day.; The italian chef's specials are amazing, the sauce and the melted cheese were very tasty, I recommend, plus for the view 🤌",48.8442136,2.3222648,7e
Le Corner,4.3,"68 Avenue Kléber, Paris",1196,"68 Av. Kléber, 75016 Paris, France",https://lecornerkleber.eatbu.com/,01 47 27 72 64,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","this place was absolutely amazing. i found it online and decided to give it a go. the food was flavorful and hearty, i had the duck breast which was cooked to a perfect medium and paired very well with the soft baguette. the real star of the show was our waiter. when we first came in he greeted us, he sang songs, and was overall super energetic and kind. after finishing our meal me and my mom left early to go and catch the eiffel tower sparkling, leaving my father to pay at the restaurant. our waiter was so concerned that we had a fight and dramatically left that he gave my dad chocolates (pictured in the photos below) and offered him a amaretto. quality service really goes a long way and le corner fully delivered. go here!!; Filet de rumps track was EXTREMELY GOOD. The waiter was so nice, we came after 10pm, the kitchen was still open and he was very friendly during our whole time here. The table next to us ordered the burgers and they also looked very good.; This restaurant has a lovely atmosphere. The food was impeccable. We were two people and shared an entrée, had mains, finished with a dessert and had a bottle of wine. The whole meal was under 85€ which is fantastic. All waiters, especially Amir, were great. Smiling and making us feel at home.  We finished our Paris trip here and it was a great way to wrap up our visit to this beautiful city.; Went here for dinner.
Ordered the escargot which was amazing.
The waiter recommended the entrecote de boeuf which was lovely.
The waiter also suggested some nice red wine which went very well.
The service was excellent, despite my terrible french, the waiter helped me as lot.
Overall, great experience, amazing food, wine and service.
Merci.; Staff were lovely, attentive, informative and friendly, the food was all excellent and we couldn’t fault it. Starter, main and dessert were all delicious!
We even had three desserts because we couldn’t decide and all three were delicious! We spent under €100 and that got us both two glasses of wine, a bottle of still water, a starter, main and dessert each, plus another dessert as mentioned!
Simply incredible.
Also upon ordering wine I’m not expert and the waiter helped me decide. He suggested a red and it was absolutely delicious! They then also wrote it down so I could buy it when I get home.
We would highly recommend it and we would happily return over and over again. We will be suggesting to our friends who visit Paris.
Faultless.",48.8678609,2.290405,7e
Le Drop Café,4.1,"36 Rue de Bellechasse, Paris",764,"36 Rue de Bellechasse, 75007 Paris, France",https://www.instagram.com/ledropcafe/,01 45 51 54 09,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']","Wonderful staff. They encouraged us to try new drinks, helped us explore new flavors and practice our French in a friendly atmosphere. This bar is also in a great location for sightseeing. They have a “French toast” dessert that is excellent and goes great with a coffee or cocktail.; We stopped by after a long afternoon at the Musée D’Orsay. The staff were welcoming and spoke English. We had steak and it was tender and cooked perfectly. We also had the crème brûle and it was heavenly. Highly recommend!; Very good location, amazing service by Max who gave us recommendations on what to eat and the linguine pasta was 10/10 and crème brûlée was the best 👌; Lovely friendly staff, great food choice and reasonably priced.; Waited more than half an hour for our food (5 people's food) to arrive. The people who came later than us had their food earlier than us. The waiter or waitress didn't help to check the status of our food order before we asked one of them to check when our food will be done. Service was not great. The basket of bread only came when our food came.",48.858138,2.322616,7e
Frame,4.2,"22 Rue Jean Rey, Paris",1430,"22 Rue Jean Rey, 75015 Paris, France",https://www.framebrasserie.fr/,01 44 38 57 77,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:30\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM']","I had a delightful dining experience here during my recent Paris visit. The restaurant is a beautifully decorated space with a warm and inviting ambiance, ideal for a memorable evening. The menu seems thoughtfully curated, bursting with flavor, and pairs perfectly with the restaurant’s vibrant atmosphere. Conveniently located just steps from the Eiffel Tower and connected to the Pullman Hotel, it’s the perfect spot for both tourists and locals alike. A must-visit for those seeking great food in a prime location.; An amazing restaurant with a perfect location if you get a nice table you can have a nice view with Eiffel Tower. The steak was delicious and juicy, it was cooked perfectly. They also had one of the best services, the service was fast and professional. I really enjoyed the food and the service. Thank you 🙏; It was a very nice experience. the food was really good, i had a beef fillet and as an entry we shared a burrata. the burrata was way too small to share and so was my meat. the portion was pretty small for that price and on the side was only one pasta. the taste was amazing tho...; Good quality buffet, lot of choices! Service is on point, many thanks Dave for your kindness and professionalism! Great environment as well with the Eiffel Tower nearby!; Outstanding restaurand! Verry professional and attentive staff! Mr. Simon was super great and made sure we felt home, he gave us an experience of a life time! Steak was grilled to perfection! Ambiance was at it's finest! I Highly recomand this place for the best fine dining experience in France Paris!",48.85550310000001,2.2927514,7e
Le Village,4.3,"25 Rue Royale, Paris",1739,"25 Rue Royale, 75008 Paris, France",https://www.levillageparis.com/,01 40 17 02 19,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']","The food is average, coffee is good. The toilet room was dirty, no soap, no paper, but it’s not a cheap place)))
The cafe is located in a quiet street, among boutiques. At lunchtime they will let you in if you will eat. prices are high, service is ok; It's not cheap, but you're eating in a café in Paris in the stylish pedestrian street that has boutiques from Chanel and Dior, so just enjoy.  Food was pretty good, the steak tartare offered better value than the petit filet, which lived up to its billing.  Chips and salad good.  Service was efficient.; Awesome place with great food and pretty much the only place with good service we experienced in 3 days in paris. Chich and trendy decor, nested in a cute arcade between the Dior and Chanel store, Well thought out and presented dishes, encompassing a range of tastes and flavours from around the world. They were also very accommodating with our 4 year old and made a dish for her that wasn't on the menu. Not cheap but it is what it is.; Place is nice but the food was terrible and expensive, 12€ for a plate of scrambled eggs that appeared to be soup with a small bread that was hard as a rock, the coffee was worst than instant coffee and it came from a machine not from an espresso machine which for 8€ is a scam.

The service is ok, nothing surprising just regular Paris service.

The place is in a nice spot but definitely not worth the price, you pay top money and get low quality.; Tucked in an alley next to Dior. Freshest seafood I’ve had in Paris and this place has outdoor seating and indoor seating. We had Thai salad with prawns very fresh. We also had Brunch with smoked salmon with avocado salad also very fresh with the fluffiest scrambled eggs. The menu is simple with other salad options, rigatoni, artichoke salad, tuna tartare, beef tartare, club sandwich (looks yummy) and desserts. Service is professional and friendly. No cheese options though as I always want a plate of cheese while in Paris.",48.8692655,2.3229072,7e
Coffee Club,4.3,"87 Rue d'Assas, Paris",725,"87 Rue d'Assas, 75006 Paris, France",http://www.coffee-club.fr/,01 43 29 87 87,"['Monday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u200910:00\u202fPM']","Came here for dinner since I wanted a ceasar salad. It was decent but a little pricy for what it offered. Also had a cocktail and that was good. There was a book event going on but I was just there for the food and there was no issues.; Nice little brunch place next to the Jardin du Luxembourg. There is a nice menu with diverse choices from burgers, to toasties, to classic American breakfasts. The taste is good but I didn’t feel it was anything crazy neither. Prices are alright and not too expensive neither which is nice.; The place is nice and the food is good. The staff is ok. It is overall a nice place, where you better take your time, and reasonably priced.

The French fries where really good.
Unfortunately, we had some half burnt pancakes and too cooked crispy chicken.

We were a party of 7 + a child, ate plentiful and paid around 280€.; I would rate this as a solid “fine”. It’s a place that has potential, the atmosphere is good and the service is excellent.
But the food is really “mid”,
It feels like they are charging as much as a normal portion but giving you kids portions. The food wasn’t even that good or that bad it’s just not really what you’re expecting with the menu, the prices and the American style.

I would stay away from the heuvis rancheros, the tortilla was impossible to cut through.; I don't get homesick as much as many American expats, but I have to admit this place rang some nice bells for me. High-quality American diner cooking, which I sometimes still crave.

Hamburgers without pretense, milkshakes that taste like real milkshakes, and much better fries than I'm accustomed to in Paris.

The service is very friendly, bordering on jovial.

All around, a solid spot.",48.8421104,2.335263,7e
Bleu Olive,4.6,"184 Rue de Grenelle, Paris",435,"184 Rue de Grenelle, 75007 Paris, France",http://www.bleuolive.fr/,01 74 64 69 89,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']","Cute place for students, fast and courteous service. But, overpriced. The food is nothing special. The coffee is good though.; First things first, The coffee is very good. I had a V60 pour over with beans from Peru, this roast was wonderful and I would have ordered another if I could handle the caffeine. The service was exallent, they were helpful explained everything even when it was very busy. The food is limited so mostly snacks, but they have a breakfast plate with cheese, avocado, ham and bread. I would definitely come back for the coffee.; No coffee is worth this place, hesitated to write a review, thought the waitress was just having a bad day, but this experience made me feel so bad I felt other customers should be informed. She snapped at me for asking a dietary question as she was saying I shouldn’t ask any questions since everything is on the menu and she has too many things to do at the moment, we waited patiently for our coffee, after 3 other groups of people who came in after us got served, we asked about our coffees, their response was beyond acceptable, we asked our money back and they accused us of being rude, we saw another costumer asking if he could add a scone to his order; since he already paid she said he can’t change his order anymore ~ not sure if anyone felt welcome here; My go-to in this neighborhood, always tasty and the staff are lovely! They also let you use your laptop (except from noon until 3pm) which I really appreciate; A small, cozy and friendly-feeling cafe. Popped in for a light breakfast which was both tasty and good value, and it arrived within just a few minutes. The granola was particularly enjoyable. Plenty of tea blends to choose from, too.",48.85784109999999,2.3062075,7e
Au Coin Gourmand,4.5,"1 Rue Volney, Paris",87,"1 Rue Volney, 75002 Paris, France",Site web non disponible,01 49 26 07 91,"['Monday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Cute little shop that does mostly take away.  Their food is excellent, sandwiches tasty and fresh, pastries are great and service is friendly.  English speaking.  Definately worth a stop on your trip to Paris.  We got lunch here 3 times.  Each time was delicious.; Wow 🤩delicious croissants and treats. Beautiful atmosphere and excellent friendly service I highly recommend well worth a visit during your stay in Paris; Beautiful place,delicious food, and friendly stuffs.; We found this by accident, it was our first taste in Paris. My mom and sister and I were originally going to eat at another location but that place wasn’t open yet.
The owner set the tone for the rest of our trip with her kindness, amazing baked items and ready made food. I would kill to have a similar place back in California. She knew we were tourists looking unsure and she made us feel so at ease. Helping me figure out the euro coins, bringing us free pastries at the end. It turns out that none of the other bakeries we tried came close. Their espresso brew was delicious, so much flavor. We also shared a simple salmon/green bean salad that was seasoned perfectly.  They had a lot of savory sandwiches and a fresh rotation of scrumptious salads, the prices were very good too.
Thank you to the owner for being so helpful and warm.; The service here was great and very friendly. Croissant was one of the best we had in the city! With enough space to dine in, it was comfortable having breakfast with two kids. Highly recommended!",48.8690304,2.3294009,7e
Petite Forêt,4.7,"10 Rue Laure Diebold, Paris",142,"10 Rue Laure Diebold, 75008 Paris, France",http://www.petiteforet.com/,09 75 56 63 15,"['Monday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: Closed']","So happy to have found this wonderful, much needed, welcoming space for moms and babies in the middle of the hectic (not always child-friendly) city of Paris. Lots of room, clean space, friendly staff, cute children’s products. And the coffee is always great!!! I also cannot wait to try the classes once my baby is a bit older. Thank you for creating this haven for parents and kids!!!; The perfect cafe if you're in central Paris with small children. Gives the children a chance to run around, play, relax with books and enjoy a meal. Staff very friendly. The menu is a little limited for savoury meals.; Great little cafe if you have little ones. The staff are incredibly friendly! The coffee was good and the food was fantastic. We had a salad and a pesto pasta, while our 1-year-old loved the tomato pasta. The baby change and bathroom facilities are great, especially for kids.; There's no other place like Petite Forêt in Paris. Kids and families are not only welcome but it's a paradise, especially made for them. You can enjoy a hot (!) drink and a cake with delicious berries while the little ones play with the many beautiful and high quality, wooden toys, books etc. There're several stokke highchairs with different seats (yes, infant seats as well!) to make it more comfortable for everyone, playmat for the littlest, lots of space for the kiddos to play and move around, proper parking space for the pushchairs, delicious tea, coffee and cakes on the (expanding) menu, healthy snack and drinks for the children and honestly, I could just keep going on. The founders, Laura and Kaja are very kind and attentive who created the most amazing place for families. Did I mention  there's a bf pillow, changing table, several children's size toilets, all in a beautiful, clean and hygienic bathroom? Seriously, the list goes on.; I had the luck to find this lovely café just after they opened. Inside it’s spacious and full of light, and very family/child friendly. I enjoyed the small touches, like how pretty all of their ceramics (plates/bowls/cups) are. Both my latte and cinnamon brioche were delicious. I’m curious to see what kind of ateliers they will offer in the future - I’ll definitely be back!",48.8756639,2.3059142,8e
The Family,4.5,"7 Rue La Fayette, Paris",667,"7 Rue La Fayette, 75009 Paris, France",https://www.thefamilyrestaurant.fr/,01 42 80 03 54,"['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']","I visited ""The Family"" restaurant with my family and was delighted by the experience. From the moment we entered, we were warmly welcomed by a big, fluffy teddy bear holding the menu written on a charming chalkboard. This adorable touch instantly made us feel at home.
The food was well presented, with generous portions that were just right. Most importantly, the taste did not disappoint. Each dish was flavorful and satisfying, making our dining experience truly enjoyable. ""The Family"" restaurant certainly lives up to its name, providing cozy and inviting atmosphere perfect for a family outing.; So I Google a place to have a reasonable steak, so many great reviews about this place and I need to add mine as well. The service was fantastic, spoken English, had an English menu on a chalkboard which is pretty awesome and check out this food in the pictures. I can see why people come back to this place for sure. Well done, Bravo!!! 👍🍻👏👏👏

Both Deviled Eggs salad and Steak were 👍👍👍; Felix was the BEST waiter!! Super attentive, very funny and so kind!! Made great wine recommendations and the food was phenomenal! Highly recommend stopping by The Family on your next trip to Paris!; Nice staffs, even though I don't speak French.
Reasonable price. Tasty food.
The onion soup was a bit salty.
Feeling full and no room to order dessert.
Happy dinner in French!; The best linguine I have ever had.  The chorizo made it perfect. Fantastic service. Only in Paris three nights and ate there twice because it was so good. The rest of my family had the steak and they all raved about that too.",48.8735793,2.3347167,8e
VALMA,4.5,"34 Rue Lemercier, Paris",243,"34 Rue Lemercier, 75017 Paris, France",https://www.valma.paris/,01 74 64 45 68,"['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20095:00\u202fPM']","We are so lucky to have Valma a few steps from our home. Delicious food, friendly staff, cozy atmosphere. The menu is simple and changes weekly and constantly, pleasantly surprises us. We come here regularly and plan to brings friends, family, and visitors alike. Highly recommend this hidden gem.; Walked in excited and left super annoyed.🤬The restaurant had easily 8 tables open, maybe 6 with customers and when the person in the cashier understood we spoke English she told us that all the remaining tables were reserved. Seriously!?! Typical rude Parisian restaurant workers ! AVOID THEM!!!; Cool place for a Sunday brunch, the quality of the food is excellent and simple with good portion, the taste is good, not phenomenal , the juices were very good and original, but it is a bit small and when it gets busy, it gets loud.; Great food and great staff! Highly recommend. Made to feel very welcome; Very nice place for a brunch during weekend. Food is very good, kept simple. Kids friendly place. Best to book.",48.8868409,2.3233477,8e
Mignon Café,4.7,"67 Rue Caulaincourt, Paris",427,"67 Rue Caulaincourt, 75018 Paris, France",Site web non disponible,09 83 38 72 48,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20096:00\u202fPM']","Oh my god, the food here is so good!! The 25€ brunch is well worth it. Incredible value. I had the house lemonade, a latté, the avocado tartine, the overnight porridge (a lovely delicate mixture of soaked oats, chia seed and fresh fruit), and a slice of apple caramel cake to finish. The cake was the highlight, though everything was delish. The waitress told me that everything is handmade, and you can definitely taste that in the food.; So delicious - the flavors of the avocado toast with sesame sprinkle all over!! And the pesto was incredible. The eggs - boiled on top of the toast or salad - very fresh and yummy!! We loved the waffle with fruit and enjoyed the juices - Fresh squeezed Ginger, Carrot, Lemon. Apple, Ginger, Lemon..and more!!! Great prices and super friendly staff.; Great carrot cake.
Coffee, really not good at all. I had a coffee earlier the day at the excellent Casa (specialty coffee Paris XII).
Well, the contrast was sad.

Also we waited about ten minutes with few clients for our drinks and the waitress mixed up the cakes also.

Improve the coffee and service and you'll improve your rating.; The best brunch I’ve ever had! Ok, to be honest, I haven’t had many brunches in my life so far… and it was my first time in Paris as well. But it was so delicious I don’t know if anything can be better… freshly squeezed orange juice - great taste, not acidic, superb pro matcha, overnight porridge I never thought could be so special, extraordinary avocado toast (of those I’ve had quite a lot, so trust me that this one was top notch), and waffle, the waffle!!! with salted caramel… oh my mouth, stomach, eyes, everything, so happy, super full for 25€… I didn’t eat until dinner… Merci!!! I need to learn French!; Small but lovely place. Very nice service, great selection of food, coffee and tea. Coffee comes with a choice of plant-based milk if you prefer a vegan option.

We had the chai and coffee latte, and a granola, which was awesome. The bowls and toasts looked awesome, too.

Can recommend!",48.88962859999999,2.3361689,8e
Maison Milie,4,"19 Rue la Vieuville, Paris",486,"19 Rue la Vieuville, 75018 Paris, France",Site web non disponible,09 53 02 92 60,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']","Big surprise!
I find expect much from this place but I couldn't be more wrong! I think it was one of the best shaksuka I've tried! A bit different then the classic one but full of taste and veggies.

The place is very cozy, not too crowded. The dishswere served quickly and the staff was very nice. I highly recommend trying out for a quick lunch.; The service and location are excellent. I loved the presentation of the food as well as the staff. The food was savory and the experience is second to none. The price point is perfect and I will be back soon.; Good brunch. The Matcha is really tasty. The food is good but nothing special. The cafe is in a really good place if you want to visit the Sacré-Couer Basilica.; Ordered a mocaccino and iced americano. Drinks are good but they charged 3 extra euros for a “café frappé” when I ordered and received an ice americano. Refused to compensate despite it being on the receipt. Granted they don’t understand English so avoid if tourist.; Cute cafe in Paris!

Friendly staff made the experience even better. Great food & coffee.

Perfect spot for a cosy weekend brunch!",48.884908,2.3404251,8e
Koff Burger Montmartre,4.5,"15 Rue la Vieuville, Paris",876,"15 Rue la Vieuville, 75018 Paris, France",Site web non disponible,01 46 06 83 36,"['Monday: 12:00\u2009–\u20093:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM']","This place is by far one of the best burger places! I almost thought we were back in the states! The burger and hot dog were amazing! Definitely can’t recommend this place enough. I was surprised that there wasn’t more people in here. We’ll be returning here if we come back to Paris.; Puts 5 guys to shame.

Absolutely 5 stars burger.
Definitely wish I could be back to try the other burger variations.

Went with cheeseburger & wasn't disappointed; I came across KOFF while strolling around Montmartre and was glad I found it. My daughter and I had lunch there and everything was delicious. I had the hamburger which was cooked perfectly medium as I ordered. The fries were among the best I’ve had during my stay. I highly recommend this place.; The food was super tasty and the service was very friendly and attentive.; Yes I was an American that went to an American burger place in France... It was one of the few places open and we figured wth. We were so glad we did! Definitely come here! This was probably one of the best burgers I have had in my life! The fries were excellent too. The service is lacking and it seemed like only two people were working and one disappeared and the other had to pick up the slack. We are also still learning how service really works in France so it may have been a cultural disconnect. But even with that, just go you will not be disappointed. I got the mcFly and my sisters got the bacon cheeseburger, do not expect American level bacon, it was still fantastic though. I don't think you could get a bad burger here.",48.884731,2.3400793,8e
Lunch&CO Restaurant,Note non disponible,"7 Rue Greffulhe, Paris",Aucune évaluation,"7 Rue Greffulhe, 75008 Paris, France",Site web non disponible,01 42 68 16 22,"['Monday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",Aucun avis disponible,48.8729263,2.3251402,8e
Un Air de Famille,4.8,"26 Rue du Château Landon, Paris",76,"26 R. du Château Landon, 75010 Paris, France",http://www.air-de-famille.fr/,01 42 05 01 24,"['Monday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Really cozy , beautiful and welcoming people at the restaurant, I ate my first desert in Paris and it was goood; Kids friendly great food healthy; Very pleasant place and very nice staff especially for the child care part.; Taste good, all aspects are pretty good; Amazing place and excellent food!",48.8817175,2.3631086,9e
